,correct,duration,exp_stage,onset,response,rotation,rt,secondary_responses,secondary_rts,stim_file,stim_index,trialnum,subjid,correct_shift,community,community_cross,steps_within_community,steps_since_seen
191,True,1.5,structure_learning,289.580430031,unrot,0,0.279036045074,['right'],[1.4053800106048584],images/2.png,9,192,GL,True,1,False,24,21
192,True,1.5,structure_learning,291.085889101,unrot,0,0.92231297493,[],[],images/12.png,7,193,GL,True,1,False,25,14
193,True,1.5,structure_learning,292.592344999,unrot,0,0.34251499176,['right'],[1.484941005706787],images/3.png,5,194,GL,True,1,False,26,4
194,True,1.5,structure_learning,294.099819183,unrot,0,1.32083415985,[],[],images/6.png,8,195,GL,True,1,False,27,4
195,True,1.5,structure_learning,295.605210066,unrot,0,0.830343961716,[],[],images/3.png,5,196,GL,True,1,False,28,2
196,True,1.5,structure_learning,297.110542059,unrot,0,0.316542863846,['right'],[1.2843859195709229],images/12.png,7,197,GL,True,1,False,29,4
197,True,1.5,structure_learning,298.615801096,unrot,0,0.611204147339,[],[],images/2.png,9,198,GL,True,1,False,30,6
198,False,1.5,structure_learning,300.121317148,unrot,90,0.32014298439,[],[],images/13.png,10,199,GL,True,2,True,1,31
199,True,1.5,structure_learning,301.626358032,unrot,0,0.203706026077,[],[],images/2.png,9,200,GL,False,1,True,1,2
200,True,1.5,structure_learning,303.131520033,unrot,0,0.16700387001,['right'],[1.4128639698028564],images/12.png,7,201,GL,True,1,False,2,4
201,True,1.5,structure_learning,304.6366961,unrot,0,0.970537900925,[],[],images/6.png,8,202,GL,True,1,False,3,7
202,True,1.5,structure_learning,306.141885042,unrot,0,0.488677978516,[],[],images/4.png,6,203,GL,True,1,False,4,15
203,True,1.5,structure_learning,307.64718318,unrot,0,0.372030973434,[],[],images/6.png,8,204,GL,True,1,False,5,2
204,False,1.5,structure_learning,309.152580023,unrot,90,0.931190013885,[],[],images/2.png,9,205,GL,True,1,False,6,5
205,True,1.5,structure_learning,310.657966137,unrot,0,0.662454843521,[],[],images/12.png,7,206,GL,False,1,False,7,5
206,True,1.5,structure_learning,312.164368153,unrot,0,0.482738018036,[],[],images/4.png,6,207,GL,True,1,False,8,4
207,True,1.5,structure_learning,313.669636011,unrot,0,0.739930868149,[],[],images/3.png,5,208,GL,True,1,False,9,12
208,True,1.5,structure_learning,315.175024986,unrot,0,1.0191450119,[],[],images/6.png,8,209,GL,True,1,False,10,5
209,True,1.5,structure_learning,316.681856155,unrot,0,0.575779914856,[],[],images/4.png,6,210,GL,True,1,False,11,3
210,True,1.5,structure_learning,318.188364983,unrot,0,0.594251155853,[],[],images/2.png,9,211,GL,True,1,False,12,6
211,True,1.5,structure_learning,319.693837166,unrot,0,0.787672042847,[],[],images/4.png,6,212,GL,True,1,False,13,2
212,True,1.5,structure_learning,321.199141026,unrot,0,0.861701011658,[],[],images/6.png,8,213,GL,True,1,False,14,4
213,True,1.5,structure_learning,322.704689026,unrot,0,0.832244157791,[],[],images/3.png,5,214,GL,True,1,False,15,6
214,False,1.5,structure_learning,324.210754156,unrot,90,0.810853004456,[],[],images/12.png,7,215,GL,True,1,False,16,9
215,True,1.5,structure_learning,325.716031075,unrot,0,1.47265219688,[],[],images/3.png,5,216,GL,False,1,False,17,2
216,True,1.5,structure_learning,327.221553087,unrot,0,0.768208026886,[],[],images/4.png,6,217,GL,True,1,False,18,5
